Datetime,CO2,Temperature,mhw_lagged
2035-09-01,56.728639266816884,27.35675585106056,6.386226168161038
2035-10-01,49.903994337828095,23.622342979145152,7.335004151260784
2035-11-01,46.38876340883933,21.245518107229742,7.692297897896793
2035-12-01,42.90427447985054,18.91361123531433,7.362543307972446
2036-01-01,41.501591255131125,17.2349484374291,6.434270328333617
2036-02-01,41.07327032614234,16.739873565513683,5.157025094701452
2036-03-01,41.65261139715357,17.091702693598286,3.874975445051966
2036-04-01,43.73513946816478,18.55061782168287,2.9348638961452416
2036-05-01,49.01775553917602,21.78237694976746,2.5929257954025076
2036-06-01,55.82929461018723,25.879754077852052,2.9457600675717015
2036-07-01,61.612783681198465,28.941525205936642,3.9038019411555354
2036-08-01,61.10804275220968,29.138262334021235,5.214678086908606
2036-09-01,57.00962182322091,27.456120462105826,6.5303586486788845
2036-10-01,50.18497689423213,23.72170759019042,7.500239091530671
2036-11-01,46.66974596524336,21.344882718275006,7.865256874518252
2036-12-01,43.18525703625458,19.01297584635959,7.527778248242333
2037-01-01,41.78257381153515,17.33431304847437,6.578402808851499
2037-02-01,41.354252882546376,16.839238176558958,5.272331079115758
2037-03-01,41.9335939535576,17.191067304643546,3.9614549333626954
2037-04-01,44.01612202456882,18.649982432728137,3.0002409247039665
2037-05-01,49.29873809558005,21.88174156081273,2.6505787876096605
2037-06-01,56.11027716659127,25.97911868889732,3.011137096130427
2037-07-01,61.89376623760249,29.04088981698191,3.9902814294662647
2037-08-01,61.38902530861372,29.237626945066502,5.329984071322912
2037-09-01,57.29060437962494,27.555485073151093,6.674491129196767
2037-10-01,50.465959450636156,23.821072201235687,7.6654740318005565
2037-11-01,46.950728521647385,21.444247329320277,8.03821585113971
2037-12-01,43.46623959265861,19.112340457404862,7.69301318851222
2038-01-01,42.06355636793918,17.43367765951963,6.7225352893693815
2038-02-01,41.6352354389504,16.938602787604225,5.387637063530064
2038-03-01,42.214576509961624,17.290431915688814,4.047934421673425
2038-04-01,44.29710458097285,18.749347043773405,3.065617953262692
2038-05-01,49.579720651984076,21.981106171857995,2.7082317798168134
2038-06-01,56.391259722995294,26.078483299942587,3.076514124689152
2038-07-01,62.17474879400652,29.140254428027177,4.076760917776994
2038-08-01,61.670007865017745,29.33699155611177,5.4452900557372175
2038-09-01,57.571586936028964,27.65484968419636,6.818623609714649
2038-10-01,50.74694200704018,23.92043681228095,7.830708972070443
2038-11-01,47.23171107805141,21.543611940365537,8.21117482776117
2038-12-01,43.74722214906264,19.211705068450133,7.858248128782066
2039-01-01,42.344538924343205,17.533042270564902,6.866667769887264
2039-02-01,41.91621799535443,17.037967398649485,5.502943047944341
2039-03-01,42.49555906636565,17.38979652673408,4.134413909984154
2039-04-01,44.578087137376876,18.848711654818672,3.130994981821401
2039-05-01,49.8607032083881,22.080470782903262,2.7658847720239663
2039-06-01,56.67224227939932,26.177847910987854,3.141891153247861
2039-07-01,62.455731350410545,29.239619039072444,4.1632404060877235
2039-08-01,61.95099042142177,29.436356167157037,5.560596040151495
2039-09-01,57.85256949243299,27.754214295241628,6.962756090232531
2039-10-01,51.02792456344421,24.01980142332622,7.995943912340289
2039-11-01,47.51269363445544,21.642976551410808,8.384133804382628
2039-12-01,44.02820470546666,19.311069679495393,8.023483069051952
2040-01-01,42.62552148074723,17.632406881610173,7.010800250405146
2040-02-01,42.197200551758456,17.13733200969476,5.618249032358647
2040-03-01,42.77654162276968,17.489161137779348,4.2208933982948835
2040-04-01,44.8590696937809,18.94807626586394,3.196372010380126
2040-05-01,50.14168576479213,22.17983539394853,2.8235377642311192
2040-06-01,56.95322483580335,26.27721252203312,3.2072681818065862
2040-07-01,62.73671390681457,29.33898365011771,4.249719894398453
2040-08-01,62.2319729778258,29.535720778202304,5.675902024565801
2040-09-01,58.13355204883702,27.85357890628689,7.106888570750414
2040-10-01,51.308907119848236,24.11916603437148,8.161178852610176
2040-11-01,47.793676190859465,21.74234116245608,8.557092781004087
2040-12-01,44.30918726187069,19.410434290540664,8.188718009321839
